comment,date,downvotes,gender,location,search,upvotes,user,video,views,cleancomment,sex,sexuality,stem,lemma
"TEEN  Cuties... seeing ur hot open juicy yoni..,beautiful ASS ..my peeled Lingom(DICK) peeled up maximum wow.. .now ...my lingom trembling with ecstasy in my crotch .I lost my control cutie!!!. now move ur pubic area towards my mouth.put ur hairy cunt in to my mouth. I want to lick&suck ur yoni lips,yoni slits and then urinate on to my mouth dear!!i like to drink ur sweet hot urine mixed with ur yonil juice!!! now move ur pussy towards my maximum peeled lingom&find my fully erected dick and grab it with ur hand and examines its strength>then grind ur swollen clitoris with the tip of my dick.then grab ur krisari(clitoris )with my urethral lips. and strokes violently till u got orgasm& i got my pre-cum.now my pre cum cleans ur perky krisari. after got ur climax pierce my erect lingom in to into ur juicy fishy yoni n once more stroke ur butts till my erect dick pierce ur yoni further more Then strokes ur vagina vigorously till my swollen dick burs tout and filled my cum in to ur swollen pulsating fishy juicy inner yoni..sweety... ",2019-09-28 13:22:52 UTC,11,"Male, Heterosexual",India,POV,415,https://xhamster.com/users/meenusree,https://xhamster.com/videos/caught-jerking-off-to-his-stepsis-friend-let-us-help-you-12401099,154554,TEEN Cuties seeing ur hot open juicy yoni beautiful ASS my peeled Lingom DICK peeled up maximum wow now my lingom trembling with ecstasy in my crotch I lost my control cutie now move ur pubic area towards my mouth put ur hairy cunt in to my mouth I want to lick suck ur yoni lips yoni slits and then urinate on to my mouth dear i like to drink ur sweet hot urine mixed with ur yonil juice now move ur pussy towards my maximum peeled lingom find my fully erected dick and grab it with ur hand and examines its strength then grind ur swollen clitoris with the tip of my dick then grab ur krisari clitoris with my urethral lips and strokes violently till u got orgasm i got my pre cum now my pre cum cleans ur perky krisari after got ur climax pierce my erect lingom in to into ur juicy fishy yoni n once more stroke ur butts till my erect dick pierce ur yoni further more Then strokes ur vagina vigorously till my swollen dick burs tout and filled my cum in to ur swollen pulsating fishy juicy inner yoni sweety ,Male,Heterosexual,"['teen', 'cuti', 'see', 'ur', 'hot', 'open', 'juici', 'yoni', 'beauti', 'ass', 'peel', 'lingom', 'dick', 'peel', 'maximum', 'wow', 'lingom', 'trembl', 'ecstasi', 'crotch', 'lost', 'control', 'cuti', 'move', 'ur', 'pubic', 'area', 'toward', 'mouth', 'put', 'ur', 'hairi', 'cunt', 'mouth', 'want', 'lick', 'suck', 'ur', 'yoni', 'lip', 'yoni', 'slit', 'urin', 'mouth', 'dear', 'like', 'drink', 'ur', 'sweet', 'hot', 'urin', 'mix', 'ur', 'yonil', 'juic', 'move', 'ur', 'pussi', 'toward', 'maximum', 'peel', 'lingom', 'find', 'fulli', 'erect', 'dick', 'grab', 'ur', 'hand', 'examin', 'strength', 'grind', 'ur', 'swollen', 'clitori', 'tip', 'dick', 'grab', 'ur', 'krisari', 'clitori', 'urethr', 'lip', 'stroke', 'violent', 'till', 'u', 'got', 'orgasm', 'got', 'pre', 'cum', 'pre', 'cum', 'clean', 'ur', 'perki', 'krisari', 'got', 'ur', 'climax', 'pierc', 'erect', 'lingom', 'ur', 'juici', 'fishi', 'yoni', 'n', 'stroke', 'ur', 'butt', 'till', 'erect', 'dick', 'pierc', 'ur', 'yoni', 'stroke', 'ur', 'vagina', 'vigor', 'till', 'swollen', 'dick', 'bur', 'tout', 'fill', 'cum', 'ur', 'swollen', 'pulsat', 'fishi', 'juici', 'inner', 'yoni', 'sweeti']","['teen', 'cuties', 'see', 'ur', 'hot', 'open', 'juicy', 'yoni', 'beautiful', 'as', 'peel', 'lingom', 'dick', 'peel', 'maximum', 'wow', 'lingom', 'tremble', 'ecstasy', 'crotch', 'lose', 'control', 'cutie', 'move', 'ur', 'pubic', 'area', 'towards', 'mouth', 'put', 'ur', 'hairy', 'cunt', 'mouth', 'want', 'lick', 'suck', 'ur', 'yoni', 'lip', 'yoni', 'slit', 'urinate', 'mouth', 'dear', 'like', 'drink', 'ur', 'sweet', 'hot', 'urine', 'mixed', 'ur', 'yonil', 'juice', 'move', 'ur', 'pussy', 'towards', 'maximum', 'peel', 'lingom', 'find', 'fully', 'erect', 'dick', 'grab', 'ur', 'hand', 'examines', 'strength', 'grind', 'ur', 'swollen', 'clitoris', 'tip', 'dick', 'grab', 'ur', 'krisari', 'clitoris', 'urethral', 'lip', 'stroke', 'violently', 'till', 'u', 'get', 'orgasm', 'get', 'pre', 'cum', 'pre', 'cum', 'clean', 'ur', 'perky', 'krisari', 'get', 'ur', 'climax', 'pierce', 'erect', 'lingom', 'ur', 'juicy', 'fishy', 'yoni', 'n', 'stroke', 'ur', 'butt', 'till', 'erect', 'dick', 'pierce', 'ur', 'yoni', 'stroke', 'ur', 'vagina', 'vigorously', 'till', 'swollen', 'dick', 'bur', 'tout', 'fill', 'cum', 'ur', 'swollen', 'pulsate', 'fishy', 'juicy', 'inner', 'yoni', 'sweety']"
great 3some!,2019-09-27 00:29:06 UTC,11,"Male, Heterosexual",Germany,POV,415,https://xhamster.com/users/asscheekslover,https://xhamster.com/videos/caught-jerking-off-to-his-stepsis-friend-let-us-help-you-12401099,154554,great some ,Male,Heterosexual,['great'],['great']
fuck they are hot can i join?,2019-09-23 22:23:29 UTC,11,"Female, Bisexual",United States,POV,415,https://xhamster.com/users/ameliatyler69,https://xhamster.com/videos/caught-jerking-off-to-his-stepsis-friend-let-us-help-you-12401099,154554,fuck they are hot can i join ,Female,Bisexual,"['fuck', 'hot', 'join']","['fuck', 'hot', 'join']"
Hot scenario,2019-09-23 22:15:27 UTC,11,"Female, Pansexual",,POV,415,https://xhamster.com/users/ravinka666,https://xhamster.com/videos/caught-jerking-off-to-his-stepsis-friend-let-us-help-you-12401099,154554,Hot scenario,Female,Pansexual,"['hot', 'scenario']","['hot', 'scenario']"
hot girls,2019-09-19 15:26:48 UTC,11,"Male, Heterosexual",United States,POV,415,https://xhamster.com/users/barberpole,https://xhamster.com/videos/caught-jerking-off-to-his-stepsis-friend-let-us-help-you-12401099,154554,hot girls,Male,Heterosexual,"['hot', 'girl']","['hot', 'girl']"
both of em fucking hot!,2019-09-17 16:08:57 UTC,11,"Male, Heterosexual",Turkey,POV,415,https://xhamster.com/users/rockername,https://xhamster.com/videos/caught-jerking-off-to-his-stepsis-friend-let-us-help-you-12401099,154554,both of em fucking hot ,Male,Heterosexual,"['em', 'fuck', 'hot']","['em', 'fuck', 'hot']"
Cute girls,2019-09-14 10:23:37 UTC,11,"Male, Heterosexual",United States,POV,415,https://xhamster.com/users/dfwi,https://xhamster.com/videos/caught-jerking-off-to-his-stepsis-friend-let-us-help-you-12401099,154554,Cute girls,Male,Heterosexual,"['cute', 'girl']","['cute', 'girl']"
Mostest excellentist,2019-09-14 03:35:22 UTC,11,"Male, Heterosexual",Canada,POV,415,https://xhamster.com/users/mrstudly,https://xhamster.com/videos/caught-jerking-off-to-his-stepsis-friend-let-us-help-you-12401099,154554,Mostest excellentist,Male,Heterosexual,"['mostest', 'excellentist']","['most', 'excellentist']"
Awesome threesome pov fuck,2019-09-14 03:01:39 UTC,11,"Male, Heterosexual",United States,POV,415,https://xhamster.com/users/wood4000,https://xhamster.com/videos/caught-jerking-off-to-his-stepsis-friend-let-us-help-you-12401099,154554,Awesome threesome pov fuck,Male,Heterosexual,"['awesom', 'threesom', 'pov', 'fuck']","['awesome', 'threesome', 'pov', 'fuck']"
"Well, isn't she sensational?",2019-10-13 00:00:37 UTC,2,"Male, Heterosexual",United Kingdom,POV,185,https://xhamster.com/users/haigha,https://xhamster.com/videos/povd-rough-fuck-with-busty-porn-star-janice-griffith-12467640,74466,Well isn t she sensational ,Male,Heterosexual,"['well', 'sensat']","['well', 'sensational']"
He reminds me of my ex as far as behavior goes..,2019-10-12 22:46:20 UTC,2,"Male and female couple, Bisexual",United States,POV,185,https://xhamster.com/users/cynthiaandkevinbrock,https://xhamster.com/videos/povd-rough-fuck-with-busty-porn-star-janice-griffith-12467640,74466,He reminds me of my ex as far as behavior goes ,Male and female couple,Bisexual,"['remind', 'ex', 'far', 'behavior', 'goe']","['reminds', 'ex', 'far', 'behavior', 'go']"
j'aime,2019-10-03 10:51:46 UTC,2,"Female, Heterosexual",France,POV,185,https://xhamster.com/users/anybukkake2,https://xhamster.com/videos/povd-rough-fuck-with-busty-porn-star-janice-griffith-12467640,74466,j aime,Female,Heterosexual,"['j', 'aim']","['j', 'aime']"
"this gets me so wet, she is so cute and luck to get a huge dick!",2019-10-02 07:21:18 UTC,2,"Female, Bisexual",United States,POV,185,https://xhamster.com/users/ameliatyler69,https://xhamster.com/videos/povd-rough-fuck-with-busty-porn-star-janice-griffith-12467640,74466,this gets me so wet she is so cute and luck to get a huge dick ,Female,Bisexual,"['get', 'wet', 'cute', 'luck', 'get', 'huge', 'dick']","['get', 'wet', 'cute', 'luck', 'get', 'huge', 'dick']"
"Der Kerl hat nicht nur einen riesigen Schwengel, der wahrscheinlich jeder Frau gefallen würde, sondern auch eine sehr flinke Zunge (6:40 bis 7:44).                                                                                                                                                                The guy not only has a huge dick that would probably please any woman, but also a very quick tongue (6:40 to 7:44).",2019-10-01 22:05:52 UTC,2,"Male, Heterosexual",Germany,POV,185,https://xhamster.com/users/geiler_kobold,https://xhamster.com/videos/povd-rough-fuck-with-busty-porn-star-janice-griffith-12467640,74466,Der Kerl hat nicht nur einen riesigen Schwengel der wahrscheinlich jeder Frau gefallen w rde sondern auch eine sehr flinke Zunge : bis : The guy not only has a huge dick that would probably please any woman but also a very quick tongue : to : ,Male,Heterosexual,"['der', 'kerl', 'hat', 'nicht', 'nur', 'einen', 'riesigen', 'schwengel', 'der', 'wahrscheinlich', 'jeder', 'frau', 'gefallen', 'w', 'rde', 'sondern', 'auch', 'ein', 'sehr', 'flink', 'zung', ':', 'bi', ':', 'guy', 'huge', 'dick', 'would', 'probabl', 'pleas', 'woman', 'also', 'quick', 'tongu', ':', ':']","['der', 'kerl', 'hat', 'nicht', 'nur', 'einen', 'riesigen', 'schwengel', 'der', 'wahrscheinlich', 'jeder', 'frau', 'gefallen', 'w', 'rde', 'sondern', 'auch', 'eine', 'sehr', 'flinke', 'zunge', ':', 'bi', ':', 'guy', 'huge', 'dick', 'would', 'probably', 'please', 'woman', 'also', 'quick', 'tongue', ':', ':']"
Hot body! ,2019-09-28 08:09:30 UTC,2,"Male, Heterosexual",Netherlands,POV,185,https://xhamster.com/users/titsslappingfan,https://xhamster.com/videos/povd-rough-fuck-with-busty-porn-star-janice-griffith-12467640,74466,Hot body ,Male,Heterosexual,"['hot', 'bodi']","['hot', 'body']"
"j'adore GANGBANG bareback & BUKKAKE hard ,,,,,,,",2019-09-27 14:55:36 UTC,2,"Female, Heterosexual",France,POV,185,https://xhamster.com/users/anybukkake2,https://xhamster.com/videos/povd-rough-fuck-with-busty-porn-star-janice-griffith-12467640,74466,j adore GANGBANG bareback BUKKAKE hard ,Female,Heterosexual,"['j', 'ador', 'gangbang', 'bareback', 'bukkak', 'hard']","['j', 'adore', 'gangbang', 'bareback', 'bukkake', 'hard']"
Lovely girl and good cock,2019-09-27 06:55:25 UTC,2,"Female, Pansexual",,POV,185,https://xhamster.com/users/ravinka666,https://xhamster.com/videos/povd-rough-fuck-with-busty-porn-star-janice-griffith-12467640,74466,Lovely girl and good cock,Female,Pansexual,"['love', 'girl', 'good', 'cock']","['lovely', 'girl', 'good', 'cock']"
Center point of view on that body,2019-09-24 00:20:33 UTC,2,"Male, Heterosexual",United States,POV,185,https://xhamster.com/users/wood4000,https://xhamster.com/videos/povd-rough-fuck-with-busty-porn-star-janice-griffith-12467640,74466,Center point of view on that body,Male,Heterosexual,"['center', 'point', 'view', 'bodi']","['center', 'point', 'view', 'body']"
Superbe ^^,2019-09-24 00:14:26 UTC,2,"Male, Heterosexual",Zimbabwe,POV,185,https://xhamster.com/users/darkness2006_tribute,https://xhamster.com/videos/povd-rough-fuck-with-busty-porn-star-janice-griffith-12467640,74466,Superbe ,Male,Heterosexual,['superb'],['superbe']
What is her name,2019-09-19 11:14:11 UTC,21,"Male, Heterosexual",United States,POV,931,https://xhamster.com/users/erieman2006,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,What is her name,Male,Heterosexual,['name'],['name']
"Every day I could cum on this beautiful, young lady",2019-09-15 23:02:34 UTC,21,"Male, Heterosexual",Germany,POV,931,https://xhamster.com/users/dermondmann,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,Every day I could cum on this beautiful young lady,Male,Heterosexual,"['everi', 'day', 'could', 'cum', 'beauti', 'young', 'ladi']","['every', 'day', 'could', 'cum', 'beautiful', 'young', 'lady']"
Who is it?,2019-09-01 16:29:40 UTC,21,"Male, Heterosexual",United States,POV,931,https://xhamster.com/users/thomastn,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,Who is it ,Male,Heterosexual,[],[]
Very hot tits..,2019-08-10 17:13:41 UTC,21,"Male, Heterosexual",United States,POV,931,https://xhamster.com/users/m3supra,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,Very hot tits ,Male,Heterosexual,"['hot', 'tit']","['hot', 'tit']"
I fucking love those big saggy tits!,2019-08-10 15:18:49 UTC,21,"Male, Heterosexual",United States,POV,931,https://xhamster.com/users/reed15,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,I fucking love those big saggy tits ,Male,Heterosexual,"['fuck', 'love', 'big', 'saggi', 'tit']","['fuck', 'love', 'big', 'saggy', 'tit']"
She ain't perfect. But absolutely great tits. I'd fuck her !!,2019-08-06 19:25:04 UTC,21,"Male, Bisexual",United States,POV,931,https://xhamster.com/users/singledude69,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,She ain t perfect But absolutely great tits I d fuck her ,Male,Bisexual,"['perfect', 'absolut', 'great', 'tit', 'fuck']","['perfect', 'absolutely', 'great', 'tit', 'fuck']"
i am in LOVE with her!!!!!!,2019-07-31 01:11:10 UTC,21,"Male, Heterosexual",United States,POV,931,https://xhamster.com/users/wifescuck,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,i am in LOVE with her ,Male,Heterosexual,['love'],['love']
Hot looking lady,2019-07-26 05:39:14 UTC,21,"Male, Heterosexual",United States,POV,931,https://xhamster.com/users/hawaiiup,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,Hot looking lady,Male,Heterosexual,"['hot', 'look', 'ladi']","['hot', 'look', 'lady']"
Amazing hot body !,2019-07-26 05:14:25 UTC,21,"Male, Heterosexual",European Union,POV,931,https://xhamster.com/users/jonasty16,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,Amazing hot body ,Male,Heterosexual,"['amaz', 'hot', 'bodi']","['amaze', 'hot', 'body']"
I like her big floppy tits!,2019-07-24 13:18:06 UTC,21,"Male, Heterosexual",Australia,POV,931,https://xhamster.com/users/gemlegend,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,I like her big floppy tits ,Male,Heterosexual,"['like', 'big', 'floppi', 'tit']","['like', 'big', 'floppy', 'tit']"
Culona preciosa.,2019-07-19 07:09:22 UTC,21,"Male, Heterosexual",Mexico,POV,931,https://xhamster.com/users/chicane,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,Culona preciosa ,Male,Heterosexual,"['culona', 'preciosa']","['culona', 'preciosa']"
great curves!  WHo is she?,2019-07-19 06:36:55 UTC,21,"Male, Heterosexual",United States,POV,931,https://xhamster.com/users/dirtydmsxxx,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,great curves WHo is she ,Male,Heterosexual,"['great', 'curv']","['great', 'curve']"
nice!,2019-07-17 12:40:26 UTC,21,"Male, Bisexual",United States,POV,931,https://xhamster.com/users/watchporn2cum,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,nice ,Male,Bisexual,['nice'],['nice']
Hot curvy girl!!  Bodies like that are playgrounds of fun.,2019-07-14 14:29:26 UTC,21,"Male, Heterosexual",United States,POV,931,https://xhamster.com/users/fredcreampie,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,Hot curvy girl Bodies like that are playgrounds of fun ,Male,Heterosexual,"['hot', 'curvi', 'girl', 'bodi', 'like', 'playground', 'fun']","['hot', 'curvy', 'girl', 'body', 'like', 'playground', 'fun']"
her tits are fantastic,2019-07-13 16:18:28 UTC,21,"Male, Heterosexual",United States,POV,931,https://xhamster.com/users/njguy83,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,her tits are fantastic,Male,Heterosexual,"['tit', 'fantast']","['tit', 'fantastic']"
I love her huge brown areolas,2019-07-13 15:27:01 UTC,21,"Male, Heterosexual",United Kingdom,POV,931,https://xhamster.com/users/hardandlong,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,I love her huge brown areolas,Male,Heterosexual,"['love', 'huge', 'brown', 'areola']","['love', 'huge', 'brown', 'areola']"
Heiß ist sie aber nicht dick,2019-07-13 04:01:11 UTC,21,"Female, Bisexual",Germany,POV,931,https://xhamster.com/users/lady_in_red88,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,Hei ist sie aber nicht dick,Female,Bisexual,"['hei', 'ist', 'sie', 'aber', 'nicht', 'dick']","['hei', 'ist', 'sie', 'aber', 'nicht', 'dick']"
I want to find myself a hot girl like her,2019-07-13 02:52:32 UTC,21,"Male, Heterosexual",United States,POV,931,https://xhamster.com/users/ehecatl999,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,I want to find myself a hot girl like her,Male,Heterosexual,"['want', 'find', 'hot', 'girl', 'like']","['want', 'find', 'hot', 'girl', 'like']"
id comp her massage,2019-07-12 17:59:08 UTC,21,"Male, Heterosexual",United States,POV,931,https://xhamster.com/users/joeyb,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,id comp her massage,Male,Heterosexual,"['id', 'comp', 'massag']","['id', 'comp', 'massage']"
Yawn! Another teaser with no money shot!,2019-07-12 11:41:01 UTC,21,"Male, Heterosexual",United States,POV,931,https://xhamster.com/users/txmike,https://xhamster.com/videos/thick-short-geek-girl-with-braces-massaged-11994493,385694,Yawn Another teaser with no money shot ,Male,Heterosexual,"['yawn', 'anoth', 'teaser', 'money', 'shot']","['yawn', 'another', 'teaser', 'money', 'shot']"
PERFECT they know how to arouse,2019-12-11 06:41:52 UTC,0,"Male, Heterosexual",Denmark,POV,43,https://xhamster.com/users/lunaticfan,https://xhamster.com/videos/bikini-shop-assistant-s-lucky-day-with-amazing-latinas-13037744,9768,PERFECT they know how to arouse,Male,Heterosexual,"['perfect', 'know', 'arous']","['perfect', 'know', 'arouse']"
So fucking horny,2019-12-11 01:44:44 UTC,0,"Male, Bisexual",United States,POV,43,https://xhamster.com/users/bogey58,https://xhamster.com/videos/bikini-shop-assistant-s-lucky-day-with-amazing-latinas-13037744,9768,So fucking horny,Male,Bisexual,"['fuck', 'horni']","['fuck', 'horny']"
Awesome,2019-12-11 00:26:39 UTC,0,"Male, Heterosexual",United States,POV,43,https://xhamster.com/users/wood4000,https://xhamster.com/videos/bikini-shop-assistant-s-lucky-day-with-amazing-latinas-13037744,9768,Awesome,Male,Heterosexual,['awesom'],['awesome']
Thai teens are lovely always on for a fuck,2019-12-18 03:21:31 UTC,9,"Male, Heterosexual",Thailand,POV,273,https://xhamster.com/users/thaime,https://xhamster.com/videos/asian-chick-creampie-3sum-uncensored-13133184,89559,Thai teens are lovely always on for a fuck,Male,Heterosexual,"['thai', 'teen', 'love', 'alway', 'fuck']","['thai', 'teen', 'lovely', 'always', 'fuck']"
Hot,2019-12-17 21:48:53 UTC,9,"Male, Heteroflexible",Hungary,POV,273,https://xhamster.com/users/perverzfasz-,https://xhamster.com/videos/asian-chick-creampie-3sum-uncensored-13133184,89559,Hot,Male,Heteroflexible,['hot'],['hot']
